Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
145,48,146,1.3582185469751957,26.977876483649435,94.73957816308804
127,34,135,1.9291937452597026,38.94889053068796,294.502723748255
123,43,136,1.8883713244502505,40.74813802715841,355.5609227461265
135,46,135,3.967397669841016,27.458323856083968,246.95445315124147
149,32,141,1.2474327269004695,15.235768762243131,209.57330772796388
142,33,138,1.203734319422935,15.240296008659987,212.89591130471126
129,45,147,3.7744343779353438,33.83420062043519,267.2137838358909
131,45,131,3.226878739504095,34.30200637863593,225.60944088688007
133,33,146,2.6710701793728138,34.45018013322053,222.96255581868786
133,48,130,3.3014736279081807,40.261357304063466,304.9205080642061
121,46,138,3.940991623874556,47.24442884929478,416.9903401531316
142,42,135,1.4138854908271172,49.655957270702224,223.2435644545019
124,30,131,3.21314566392377,39.53733641187076,302.09831560046456
124,41,135,4.297667331657221,32.989955116838765,250.67458196318108
125,33,138,2.4497166823132495,19.93481794121102,256.4201650004326
132,40,132,4.052071950490556,28.44613127899421,280.873335913137
128,34,145,4.381683356586036,35.03598329879583,212.38197523130083
149,31,144,4.283716767280536,49.99329684108177,363.95475377000633
141,46,141,3.601425607943445,19.44435681613455,278.3329689184231
147,37,137,3.8693780735858345,42.757676490374465,407.75776073688405
148,35,135,4.150700722859124,49.962906940117826,330.8881742888476
134,38,132,3.934837237990528,43.1851949039873,293.877469986353
133,42,133,2.806720649146315,41.850045584470536,342.8789661011065
143,40,139,1.6364837714878222,24.053839797241707,313.69955420129
126,45,143,2.238922399542109,15.11768775063124,173.1651499212556
144,45,144,1.8289862489682327,22.909548083495714,169.79207623712756
139,31,136,2.445776617300009,42.643004027586336,311.9394011916572
121,39,136,2.957324320729713,18.75484194980115,293.9341747059487
126,41,137,4.836186686936983,25.364143118850432,176.48090760293718
125,37,139,4.837851179957051,34.687684484294714,334.4009076362165
136,40,148,4.078354083667426,35.2933605154358,267.2782129751795
146,39,148,4.920561153453361,34.00460416558541,282.0512372910518
144,42,131,4.992063263297837,49.33092233810894,331.77271177217756
144,46,144,4.541026991194574,15.4299958477814,309.1716421775607
147,36,130,1.3180143328245522,32.0659478527746,311.61124513088305
121,32,139,2.7041764138570477,32.65472171147441,404.8964763223762
122,49,135,3.1364799241013683,25.266274659233257,296.41669937430675
124,42,142,1.4963303424625898,33.377494648057045,273.76987707265647
124,48,139,4.2345225089725,38.56479442802015,333.93446104193185
120,36,141,1.5947336597951236,38.54645676777029,303.7702823838061
127,38,135,2.5333151015719357,18.07499415095917,245.85563828133698
131,48,135,1.2756487197115254,43.08609932325983,299.36177583159275
143,42,130,3.0983723518345716,47.57484405299999,357.81368463596243
123,37,141,3.388165787338736,19.32641502869089,227.44352086621194
132,47,139,3.9407074006427183,29.582409999686213,243.41391957713194
142,31,143,2.357845954731812,32.91125797254685,348.26667030169233
134,47,144,3.362125998412724,19.718759127036957,226.42741111649423
130,47,133,3.9365893586418874,32.6184417576669,270.24934666864164
129,40,130,4.0481405956400955,22.240059281853355,325.9574619629392
122,30,137,2.2065673858001484,47.737633510007505,265.04380165621586
141,43,132,1.2708157207125002,30.69646196390684,310.4379129784118
133,45,143,1.150477910206217,49.821543797135,302.6110096048227
135,40,146,4.072241138770335,16.62789018936132,377.1781183455076
129,30,131,2.541755668724983,19.46532605267577,299.9350959394018
148,36,144,1.5357706512134062,30.512378018895845,209.9472003366304
129,45,135,1.7379557420850889,45.60257497261764,297.94863616582495
131,43,134,4.064601899212494,34.432902662641176,325.2769673202402
149,44,143,3.3956080027630597,40.632012722715224,285.761856897521
128,43,148,3.0056126646542833,29.824710503734163,291.4664358912696
120,40,138,3.4920303424981305,16.41792125467981,322.16425443339307
124,45,137,1.5499982166296964,37.673439545182944,265.1233174910452
139,48,132,2.276168971640628,37.19005099961031,176.45821998640878
127,46,147,2.4962540695402886,17.499981125468793,243.3697335218711
130,35,137,2.257991077519155,20.98085142334001,289.0434751937626
131,40,145,4.457665248539745,31.66545296107367,314.5596463818229
120,46,144,3.325684578610469,30.63231557103917,242.29803009512233
144,38,144,3.9172856299355745,41.33461251327405,350.0524310287021
141,47,145,1.946824359502786,28.55945979225892,298.8353189226307
139,46,130,2.0562961491830016,38.21550835889826,299.88484371071644
147,41,139,1.9013439323125851,39.654823901671506,304.92796339441173
144,34,148,3.75191831058223,37.57513508340519,377.18819020999655
130,40,134,2.3961639827620735,35.86439501665588,285.7701264303091
124,33,147,2.6203365296166523,43.198921822814754,316.04407391733787
134,33,132,3.836486431355444,37.998744071929856,258.439035159455
124,32,133,4.887194807532822,44.196452124431346,353.3588132149839
131,46,133,1.647501254933272,37.2839934374193,279.9357028741798
124,36,140,1.2507050729392137,20.564055590600127,219.96172918553356
136,33,138,1.7793837278698437,25.83058922366179,158.90920801762454
136,42,130,3.939842739853113,26.562436636952977,318.70886662078834
143,41,145,1.7785091641960653,18.287041475791558,248.34267207972252
131,30,138,3.337409610499545,39.230733012302956,237.03735921199583
143,48,140,3.3612661459959283,35.82889012145829,317.38842068124114
147,49,135,2.1776924011883243,35.64142226230946,275.5796529075703
134,47,146,1.2749051195065149,31.748105544362314,206.85666734734357
134,40,141,2.5968020698064187,34.00936193916078,202.0290657551025
125,49,137,1.7471416890261424,15.28305520434262,265.0156797685515
131,32,145,1.7378928410660963,18.368682430520263,161.97677894145258
146,46,134,3.090355484114964,38.91735396628568,211.33140151384669
148,41,130,3.692484552391014,24.151338224025082,311.7777421540277
139,39,146,1.301660209066112,18.776903808111634,167.68871546274227
137,37,137,3.3132855945700035,26.502934106581407,221.8892853950414
133,44,139,1.984806573793843,23.906889248600752,171.0696658355432
121,34,147,3.693192244078731,16.028036226868192,208.21714979867312
128,33,144,4.240863344809467,29.369523115750667,306.85910403148904
124,49,149,4.228054542663536,15.94602186591125,266.5359695196863
139,48,142,2.479445432962937,15.013679954644408,199.24993078818656
145,33,139,3.2690786955101774,42.73658127288216,242.3207689187487
148,44,138,4.174780735349521,26.024007042682133,373.95705642310935
120,46,142,1.2432410459219088,34.865523471021376,275.086704365013
142,41,132,3.4224973446894484,25.421276932288535,338.6971940361916
122,32,132,4.346087935297783,47.5508294009553,414.1698717012641
125,39,130,2.4894279916061057,40.52134310251696,309.46361962183653
124,44,131,2.821632455925147,27.92095901472917,219.2850193161569
140,39,140,3.7949122742373995,22.371942096853644,303.6603153201728
146,47,143,1.271538847462795,19.823223391015482,153.70041284135948
124,30,139,2.542543841682502,41.684653939240214,319.20570222175616
120,32,136,2.182843080895396,30.85628650773488,223.83945444530937
136,41,130,1.0679769983485232,23.118718261213452,267.388155019253
138,30,136,1.7838906449330403,47.18691249278516,300.5715038760529
133,32,144,2.583534262355397,28.653373878620876,325.40248387283765
131,32,140,1.7897148336022837,34.02224503160925,202.61996324809877
129,34,135,3.409593272778226,45.02297144959274,333.0952175165933
139,48,136,2.794610429345236,44.168127220312,251.41098289641377
140,30,136,1.1579251790935392,37.328377110389894,251.7469162332371
137,33,130,2.1001610572500677,46.10183240748802,323.66329596508433
143,33,139,1.077907081516856,48.32343565049823,332.2702473818141
146,46,144,2.432540719577904,47.728994711591135,242.1490481382329
130,43,137,2.036440070983334,27.215256747518822,290.1695144480668
149,47,148,3.7527471286738465,28.900988367132662,379.86970567967876
121,30,132,2.229627702386129,23.41763527434609,330.0531506169389
144,45,144,2.500634658337456,44.28904452579566,301.71616349082996
137,32,133,3.9013357274528344,19.263861206867407,283.0279693814324
148,38,135,2.9236707036346115,27.427917955913237,282.34541146153737
144,33,139,3.2258175143833596,15.340661884777202,261.9775719377258
126,34,147,4.365386654989795,35.8126185268368,353.8490143510134
143,40,145,1.8275532218294734,38.04345074322251,270.9038983328765
134,38,147,4.956742114110361,23.714562530292667,291.6074644792854
130,32,135,4.600420367361576,40.785572830464474,251.01742005780451
137,35,148,2.146211314404244,28.353787577201647,299.61616800338777
142,40,146,4.57175367048224,25.909887745796222,263.7026992239778
131,38,147,4.015824633187254,48.465789814713744,344.85675057133574
125,44,142,4.723025887848607,35.60423625526383,247.17050661819752
139,32,136,3.7645407525029833,23.83117885525726,228.84572531406587
142,30,149,3.6979095319366344,49.413475314809276,371.5151850256821
149,49,141,1.0138576363901253,28.564237341790033,258.20051840599217
132,48,131,2.8984461147002256,37.67404244900001,344.73423887752483
139,43,141,1.801074424713692,40.33488701359663,333.00765377619643
135,46,141,2.2963258366760293,29.78035371060952,340.5707027916976
137,43,133,4.9152625359853666,33.75708748147275,329.97085126375987
129,46,133,1.3420078313047066,23.39236750245684,197.9261637270576
147,43,147,3.88994588181517,31.303761451832802,286.09783946514267
142,41,145,1.691779367483493,25.87800308046884,204.28436684348682
127,45,143,1.0296053579845932,34.16102765600992,309.23282422172065
137,30,146,3.0056748353916016,38.446161879981055,302.2915583034046
140,42,146,1.6448611950387724,36.490182030111654,344.14455944951334
120,35,132,4.861865023926308,42.18508662131095,430.2384072314786
142,46,135,1.8147869484371846,16.453551021348453,356.49063140542955
127,41,142,1.7681410961394715,17.750886637018187,295.7120492391905
148,48,138,1.1286676986433526,22.1859937203091,269.0684675338894
125,35,138,2.319278554715645,49.50308867435864,288.2990738413195
124,36,137,1.0964466997159965,43.00938184607426,343.65142527451974
134,30,146,2.995546540972508,47.3442356036755,296.04154299443803
141,30,145,3.022442571309635,24.52316230385771,269.09332771214855
134,34,145,1.2129731482559438,35.08497735443744,177.03578956681264
121,35,148,1.960249107949665,34.42096786896515,232.40384503397422
120,45,145,4.328425940577407,34.933163290469594,290.9028971107336
142,45,143,2.8501790917014658,40.114842930435415,247.50774261857399
142,43,149,2.7384401663430866,28.789301097752006,217.64919386807932
145,30,143,3.7951077894471927,38.70236260675958,355.6391110553509
130,42,143,3.859527773957089,42.595296544469285,391.05102149223495
129,49,143,4.047850403182746,25.11756325993956,411.61245879213516
149,39,141,4.321929300344777,48.101011966924595,268.62642498803825
137,39,135,1.929002585609478,33.13168051459026,248.80485051070642
137,38,149,1.265522429117404,40.64669463210444,179.4821494321639
136,42,142,2.5210595144532837,40.5123715065126,196.23579123562232
145,32,145,4.420391642492609,34.783516168071216,333.20579814364066
127,47,138,1.312114657142272,26.293929312763467,239.31601355940808
134,49,131,3.3038151952118007,38.34288116856963,213.14773915605292
127,31,132,3.8043317965655734,18.05497056639127,240.4598022498372
136,46,139,2.9256288531291887,49.35023856997583,360.4218752452218
131,48,149,2.020701774426432,21.43990414501224,195.67074088159436
146,42,131,2.305237927293452,24.63991651009159,242.24499037032788
127,42,139,1.2866083919343443,48.4053697795932,363.51300726841015
144,30,137,2.1703341893547203,21.528948209560713,197.7808226866017
133,31,146,1.1775120302450972,20.95324444220404,254.30301783993232
123,30,130,3.9052999925358742,43.15875929517559,199.9679730257132
120,34,135,4.591981114046746,23.795086001807768,375.84586789283253
120,32,136,3.534052513814372,18.315430580476953,272.1174857511129
138,36,144,3.626812891732747,22.932505973406077,240.24349016253092
135,42,147,2.888569348561545,46.09307549996194,299.32042577007934
133,47,138,1.6241457968204323,24.811171490891923,320.5319157945528
140,36,137,1.0309005650134786,39.32711807459607,211.45054475358742
135,30,139,2.3759039904422843,28.829873031781638,217.86204572088596
124,34,133,4.005954229483825,24.17415684856128,310.97374631572103
128,46,149,4.841726317262326,20.04165925034368,331.21705655517445
145,37,137,2.724339702967596,49.02671049940761,330.3310528710002
149,44,130,2.461564049334132,33.239044049371316,229.06192825660975
147,49,137,2.783834025325525,19.01642476165572,272.3203164088497
121,33,141,2.7110995832167726,21.95848916280162,308.199885865748
137,31,144,3.50351933199458,29.25539772009503,330.01718774989115
125,34,142,3.936589588392373,34.04596843152594,324.3570028975948
128,30,145,4.13983209301832,21.362887938388944,273.45654636671105
120,34,147,3.5984192377389914,24.720492522209074,373.33361469967565
128,35,130,2.7508958351494317,42.42972137907982,263.83885984499364
144,31,146,4.800415022206154,29.611855996047943,279.0850286665021
135,30,145,3.844078785485065,15.04908287397028,272.5507607151473
132,33,134,2.70663216338471,16.887910094225987,271.14842157981116
128,36,149,2.7863271083820176,30.37649561955717,237.419821213001
140,30,139,4.271923399716062,17.104120815469336,359.9009048699459
132,30,135,2.762163550889751,21.086654413412116,189.37136988663207
128,37,141,3.0650944911163647,40.475675493242704,304.2389019616549
130,49,139,2.1662091676784963,31.81343386525498,269.404270817327
123,45,146,4.355659335541194,31.88616766069063,303.7098865187011
121,42,131,3.08914192121328,35.937633214099364,242.19432643215612
148,47,148,3.2101437535577113,42.59815338528611,290.6426868757061
125,49,149,4.522701610853595,20.550508287847983,362.81548939973527
133,39,135,4.682069071388838,21.056665776521694,331.22220429421543
123,41,142,4.29677518666608,19.24913475789908,268.7789495322243
125,30,138,1.2614816519092336,47.78902470356953,293.558497493612
138,39,141,2.774036407120458,35.20515782728257,233.03542801845273
125,38,147,2.3733237566097016,18.24241480339468,265.50036374044714
121,32,137,1.8540591253164749,22.722594631556984,219.23844031329665
137,48,147,4.635815503383144,40.395651746949596,348.5041118414118
132,38,131,4.560275833258015,16.014708758614063,235.0396909946561
128,39,137,2.8611915331330025,40.39794452954406,323.86382659279286
142,48,139,1.538243402691454,46.90125463674544,223.12916067949925
138,45,138,1.0534624813271498,16.973361801998553,261.32039883779555
132,47,147,2.753868322259275,21.524715601549552,203.84494024510911
130,43,137,1.1598205942941724,15.083251056474971,309.9501544086167
120,32,148,3.4382237676790406,18.816068010665887,145.51054018577997
143,31,132,3.433635483520276,36.5947032235285,341.2568021168491
149,30,138,4.595757791669794,16.568622871869746,254.18352709562345
